"ASIN","Country Code","Product Title","Product Review URL","Review Rating","Review Date","Reviewer URL","Reviewer Name","Reviewer ID","Review Title","Review Text","Verified Review","Variation ASIN","Deleted","Style"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R35VFM6131J12","3.0","2019-03-06","https://www.amazon.in/gp/profile/amzn1.account.AEGHNR6AZ7FTVLSU7I3F6MPJQJKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","chaitanya","AEGHNR6AZ7FTVLSU7I3F6MPJQJKQ","Value for money","Good product need to install extra RAM ,","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3O0SQHGQ27AHO","5.0","2019-03-06","https://www.amazon.in/gp/profile/amzn1.account.AH4P74BCIPEC3VK5J7LAAANY7PUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Pankaj Debbarma","AH4P74BCIPEC3VK5J7LAAANY7PUA","REVIEWS ON HP","In this price range HP is providing a good budget laptop... Games can be played casually but not as regular basis... Ram is 4gb, so sometimes it used to hang... Better to put extra 4 gb so that there left no hanging issue. Others editing work can be done smoothly... AUTO CAD 2007 is running smoothly... Even racing game okay but battle field 4 is a bit problem... battery doesnot last more than 2 hrs that to on heavy heavy use it lasts only 1:30 hrs... Screen is awesome. HP service given is good. Inbuilt Microsoft office is there. Even in built Microsoft is awesome... Donot use for heavy games... use only for office work","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1JR8YWVO5BGQI","1.0","2019-03-05","https://www.amazon.in/gp/profile/amzn1.account.AFYS4UXXDTJXZW64W2G44SYX4Q4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AFYS4UXXDTJXZW64W2G44SYX4Q4A","Absolutely no value for money","Processor","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R11GDPCD2GEG86","1.0","2019-03-04","https://www.amazon.in/gp/profile/amzn1.account.AFWGTYYUUSBNYU6233YTIMGUXSGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Aman Gill","AFWGTYYUUSBNYU6233YTIMGUXSGA","Garbage laptop, do not buy","My five year old laptop runs faster than this
Do not buy
This laptop is complete garbage","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1V3HZ2Y2HUL72","1.0","2019-03-04","https://www.amazon.in/gp/profile/amzn1.account.AFR7N625YVVLYL3U5YZTZ24JYSZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Toshiba","AFR7N625YVVLYL3U5YZTZ24JYSZA","Very slow","Very slow","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RU1WOHGUGJ0SQ","4.0","2019-03-03","https://www.amazon.in/gp/profile/amzn1.account.AEOS6XHUICZPKJQJMUXU4SMYOE3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AEOS6XHUICZPKJQJMUXU4SMYOE3Q","Total value for money","It's superb for the price segment","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3KH9D8IJ42GN5","4.0","2019-03-03","https://www.amazon.in/gp/profile/amzn1.account.AGAGCZHLPWDO4FHC4OR63EPOWIKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Meraman","AGAGCZHLPWDO4FHC4OR63EPOWIKA","Plastic achha use nahi kiya","Plastic bakavas use kiya","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RM7MPC4ZNL13W","4.0","2019-03-02","https://www.amazon.in/gp/profile/amzn1.account.AHURELUU2Y5ZQCYTWOYYE7EIGGAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","pradeep jena","AHURELUU2Y5ZQCYTWOYYE7EIGGAQ","Budget laptops","Budget laptops","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RWG6EJKDRNWFE","1.0","2019-03-02","https://www.amazon.in/gp/profile/amzn1.account.AFZGXXCXIV62KD5PQ6KYPP4L4VOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Shekelli Srinivas","AFZGXXCXIV62KD5PQ6KYPP4L4VOA","Worst","Worst laptop don’t buy it","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3FFLX07EN1220","2.0","2019-03-01","https://www.amazon.in/gp/profile/amzn1.account.AGRUMMMGW77L7476R4DN2IE6W3HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Sudarshan","AGRUMMMGW77L7476R4DN2IE6W3HQ","Damn slow","Especially
- boot up to windows - almost 2 minutes
wait for the logon screen to appear- 2 min
After login wait for all icons and wifi connectivities another - 2 minutes
Open any browser- 30 seconds","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RSGALO5LRUHXL","1.0","2019-03-01","https://www.amazon.in/gp/profile/amzn1.account.AFD7JLPVOJS3FL3V6V4FQLWIE7HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AFD7JLPVOJS3FL3V6V4FQLWIE7HA","Defective material supplied  Dead material supplied","Defective material supplied But certificate ok is made How?
The business ethics highly questionable","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3J0SKO977MNEY","3.0","2019-02-28","https://www.amazon.in/gp/profile/amzn1.account.AHOGOPJGD4EGBGMFW7LMAGF3SGSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","vijay.jaidi","AHOGOPJGD4EGBGMFW7LMAGF3SGSA","Good","Good quality lap
But very slow","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2EUSZAQJY59RO","3.0","2019-02-27","https://www.amazon.in/gp/profile/amzn1.account.AHSCU4UJWXVBF5YLCPJTKDXMT6MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Kishor Kumar Ghosh","AHSCU4UJWXVBF5YLCPJTKDXMT6MQ","Nice product according to it's low price.","It's a good product , but the battery life lasts only for about 3 to 4 hrs with mild browsing.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3446VVR2KN9PW","1.0","2019-02-27","https://www.amazon.in/gp/profile/amzn1.account.AGY27IO67VGYW7YZ6VIAHDNC3E6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Sathish","AGY27IO67VGYW7YZ6VIAHDNC3E6A","Used product. Don't buy.","It seems like a used laptop. I brought this laptop in Amazon on 26th Jan 2019. But it has some outdated softwares showing that your last update was 08/18/2018 and also some others was Feb 2018.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2AJALDVOTFHPO","4.0","2019-02-25","https://www.amazon.in/gp/profile/amzn1.account.AET5PEW7SURGKT52XFR7MNXLR5NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Samay Thapa","AET5PEW7SURGKT52XFR7MNXLR5NQ","Good Product at good price!","Its a good product considering the price. Solves all purpose like not so heavy gaming, multi taskings, browsing and other activities. Those who do not have heavy usage can easily go for it.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3FUDTELMHOVCE","2.0","2019-02-25","https://www.amazon.in/gp/profile/amzn1.account.AG2DZENAVU6Y7QK6LX3SR7PV6KHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","jothi","AG2DZENAVU6Y7QK6LX3SR7PV6KHA","best features were herre to access","yeah its a nice product to use
.benefited with it.","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3IFC5XXK9KMWO","4.0","2019-02-22","https://www.amazon.in/gp/profile/amzn1.account.AG25BDLTXHEDAZ3JIKGA5W27NV4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","sangeeth","AG25BDLTXHEDAZ3JIKGA5W27NV4Q","This lap is ok, not fast as they say","its light weight and having a battery life of 4 hours but its not much faster.. its take much time to boot, some times it take nore time to open a app for instance, opening chrome wil take atleast 30 sec","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1N5H3Z6NA65OB","5.0","2019-02-21","https://www.amazon.in/gp/profile/amzn1.account.AEJAWB7GWLU2U2SDSQZDH3PUM6PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","shivam","AEJAWB7GWLU2U2SDSQZDH3PUM6PQ","Awesome","Great laptop with awesome specs.Coming to the processor Ryzen R3 is even better than Intels i5 {check benchmarks if you dont believe}.With Vega 3 and 1tb hdd this thing is a complete gaming laptop.Got it at 30k in the great indian festival.
Also, Get 10% Cashback on this or Any Laptop by Ordering through vqr.in/98.","No","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2CCFM5DE093XS","1.0","2019-02-21","https://www.amazon.in/gp/profile/amzn1.account.AFDILP4EC3C75RBDBPM566I6EQNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Nasir ali","AFDILP4EC3C75RBDBPM566I6EQNA","felt cheated","all lie.no true description.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3KFY87Y011P5F","5.0","2019-02-20","https://www.amazon.in/gp/profile/amzn1.account.AFVN23RF56LNNBSR7E55TP2CI43Q","Jason","AFVN23RF56LNNBSR7E55TP2CI43Q","GREAT work laptop with long battery life","Ordered it as a work laptop. Very nice battery life. Excellent picture. Slight hesitation when loading graphics intensive Power Point.
NOT a gaming laptop. An excellent work horse for traveling for business
Also, Get 10% Cashback on this or Any Laptop by Ordering through vqr.in/83.","No","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3VHVK21BFSP4U","1.0","2019-02-19","https://www.amazon.in/gp/profile/amzn1.account.AH4P7Q557IN55BSJRA4SRNXX5TLA","rohinibongi","AH4P7Q557IN55BSJRA4SRNXX5TLA","So  good","This.  Product.  Is.  So.  Much.  Good.  Because.  Its.  Like. A.  Gaming.  Laptop
And.  It. Is.  Supporting.  To.  Bright","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R27MDRT6R791FE","4.0","2019-02-19","https://www.amazon.in/gp/profile/amzn1.account.AHVK73AONFBZ75RDYNY77YHDEVZQ","gowtham","AHVK73AONFBZ75RDYNY77YHDEVZQ","Best laptop under 30k","Value for money","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R22QS8IINN7LQS","5.0","2019-02-18","https://www.amazon.in/gp/profile/amzn1.account.AGTLREZTPFLNZIZGIPHE767HB3IA","Jason","AGTLREZTPFLNZIZGIPHE767HB3IA","Excellent product","Excellent product from HP...but need to upgrade from 4gb to 8 GB ram.. works very well if this laptop had extra ram","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1DSY7ZSYPY4CJ","5.0","2019-02-17","https://www.amazon.in/gp/profile/amzn1.account.AGG7JBCGH7KC4ECOLEGPZWZYHL5A","Karthik","AGG7JBCGH7KC4ECOLEGPZWZYHL5A","Worth for the money","Awesome product by hp","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R25AH43FBXDC2G","4.0","2019-02-15","https://www.amazon.in/gp/profile/amzn1.account.AEKVAIURV2VDOJCZZMSW6EFVR6TQ","Amazon Customer","AEKVAIURV2VDOJCZZMSW6EFVR6TQ","4GB Ram is not enough. Buy additional. Otherwise it is good","I have been using this laptop since 1 month. The laptop is good I have installed Corel Draw x7,Adobe after Effects 2018, Premiere Pro 2018, Photoshop 2018, Filmora, Mozilla and some softwares in 4 gb Ram. 4 GB Ram is not enough to handle softwares. Edge or Google chrome consumes 3 gb ram alone. Photoshop gets hang a little. If you open photoshop alone, it works well. I recommend you to buy additional 4 gb.","No","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RE3R9OFKAKUQI","5.0","2019-02-12","https://www.amazon.in/gp/profile/amzn1.account.AEQ5YXYFWWIPYITAYOKY24ZGO23Q","Narottam Tiwari","AEQ5YXYFWWIPYITAYOKY24ZGO23Q","Great product","Value for money product","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3TPYTEH36AM10","1.0","2019-02-11","https://www.amazon.in/gp/profile/amzn1.account.AEMGFEOB72UAIYVAJCGLU7JMUTMQ","Amazon Customer","AEMGFEOB72UAIYVAJCGLU7JMUTMQ","Worst hp laptop","Bakwaas hai ji","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2NZH7O1Y9DV8C","2.0","2019-02-11","https://www.amazon.in/gp/profile/amzn1.account.AHGBBHXFJQE3PIT5QUM3LL476XNQ","subhankar basu","AHGBBHXFJQE3PIT5QUM3LL476XNQ","Not a good product","Windows not working.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R30J9PK8P2IZ69","4.0","2019-02-09","https://www.amazon.in/gp/profile/amzn1.account.AEM745GMYBXI2TNHSYSCN5DTNUOA","Rama Chandra Dalai","AEM745GMYBXI2TNHSYSCN5DTNUOA","Good","Good product.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2H4BTEC9BCQ7V","5.0","2019-02-09","https://www.amazon.in/gp/profile/amzn1.account.AGCHQKHTQK6BMFLVLRZF34MBWW7Q","Admin","AGCHQKHTQK6BMFLVLRZF34MBWW7Q","Good👍👍👌👌","Best laptop value for money","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R16BBSFCKPYLUK","2.0","2019-02-08","https://www.amazon.in/gp/profile/amzn1.account.AFIRHGXHXTJ3U2YCIPVHCKPHJLOA","Makarand","AFIRHGXHXTJ3U2YCIPVHCKPHJLOA","Screen Failure within 3 and half months","I purchased this product in Oct'18 and the screen has gone completely white now.  It's very unfortunate to get such a quality product from HP.
How do I resolve this issue?","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2VKOOACZOR9BK","2.0","2019-02-08","https://www.amazon.in/gp/profile/amzn1.account.AGE6D3TQBLDVFRVXRZBPK37T7DJA","Prajwal Jai","AGE6D3TQBLDVFRVXRZBPK37T7DJA","It's slow and the OS keeps hanging..","Got fooled by reading good reviews.. System is slow and the OS keeps hanging .. Using it for 2 weeks and it's already causing a lot of issues. Don't buy it.. I was expecting it to be much better..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R522OLUIIRAL4","5.0","2019-02-07","https://www.amazon.in/gp/profile/amzn1.account.AGQDAEOF22P2ZRASCWF4YWFDKRCA","8058930897","AGQDAEOF22P2ZRASCWF4YWFDKRCA","Good","Good","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2L3H8HJOVTKIS","1.0","2019-02-06","https://www.amazon.in/gp/profile/amzn1.account.AFBAPB56MWNH3S4WFNMPVGVHAXBA","Bharat Adur","AFBAPB56MWNH3S4WFNMPVGVHAXBA","Problems associated with keyboard.","Your keyboard is very poor, you cannot type @, even using shift key, it shows semi colon. Other keys have similar problems. Would like to replace the model. Received on 5-2-2019.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1QHAQLIEE9WYN","5.0","2019-02-04","https://www.amazon.in/gp/profile/amzn1.account.AETB2YHIDB3F5IPHSYAP5QMA44BQ","Amit","AETB2YHIDB3F5IPHSYAP5QMA44BQ","Good product with good pricing, fast delivery","Good product with good pricing, sound quality is high which is good.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R29EJH5QKKCHF4","1.0","2019-02-02","https://www.amazon.in/gp/profile/amzn1.account.AEGOW7SWTMLZDISWZQZM36GCEGSA","Amazon Customer","AEGOW7SWTMLZDISWZQZM36GCEGSA","Its good but....","Design is ok...its lightweight also...bt...its a slow laptop...atleast for me.... I don't know if its with my particular peice....bt i was very dissatisfied with performance....though it is very good for day to day usage....","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2D3D7BR037USF","4.0","2019-01-31","https://www.amazon.in/gp/profile/amzn1.account.AHBJCELACYJ35YALOTR5LD5CLHYA","Nitin kumar","AHBJCELACYJ35YALOTR5LD5CLHYA","Osm Product","Very good for home use","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1CT7XK8A8WQO2","1.0","2019-01-30","https://www.amazon.in/gp/profile/amzn1.account.AFHV7PMAPVYI4QHH6OTHGAEOY7UQ","Abhijeet M.","AFHV7PMAPVYI4QHH6OTHGAEOY7UQ","Defective product, only 9 months warranty remaining","Received my laptop. It turned on once fine but after that its not booting up.when i start the laptop cpu fan is spinning at full speed from the first moment and screen is remaining black. Won't even boot into bios. And also i checked for warranty on hp website, it's only showing 9 months remaining of warranty instead of 1 year. So i think seeler tryed to sell the defective returned product to me. Very disappointed.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2XX3ZSTQCUDJ3","5.0","2019-01-29","https://www.amazon.in/gp/profile/amzn1.account.AE2OIC54HPO3HOQHQZ4F3RXW66SA","kiran","AE2OIC54HPO3HOQHQZ4F3RXW66SA","best laptop","amazing product.. go for it","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RYTGXVF2KX5HD","5.0","2019-01-28","https://www.amazon.in/gp/profile/amzn1.account.AFY6ZMB37NV3NLJGGPKG5DXS5JWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Siddharth Aditya","AFY6ZMB37NV3NLJGGPKG5DXS5JWA","More value for less money..","AMD is robust and Ryzen is the latest development in speed. Screen is spectacular with WLED. Rugged body, high aesthetics. Enjoy it ! !","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RGOI3LZS2WFM","3.0","2019-01-28","https://www.amazon.in/gp/profile/amzn1.account.AHYCYB23VXDMETSO2H7YLIC47Q5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Ctse","AHYCYB23VXDMETSO2H7YLIC47Q5Q","My only gripe = Horrible Display","I purchased this laptop for 22k after exchanging my old sony viao for the value of 5.5k. What attracted me the most to this laptop was that the extra RAM and M.2 slots with which we can upgrade both.
I never really believed in the claim of battery life to be 13 hours. Those who did are those who i consider naive. It lasts for around 3-4 hours of continuous use which i think is fair enough.
Day to day apps like MS word and ppt and pdf readers are working perfectly fine as of now. My old sony had become really slow in opening those apps.
However, my only gripe as of now is its horrendous display. The screen resolution and viewing angle is pathetic. If you like HD stuffs, please don't bother with this laptop. The screen is not that immersive and over that it is highly reflective, so you can't use it outside in daylight.
As a budget option, it is ok, and remember, there is this option to upgrade to SSD and upgrade the RAM.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RBCE5IK9A9NJA","3.0","2019-01-27","https://www.amazon.in/gp/profile/amzn1.account.AHLOYUDKIVXDBQAARK75TS4VENFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","AJAY SINGH YADAV","AHLOYUDKIVXDBQAARK75TS4VENFA","Warrenty Period","Sir i bought in 21st January 2019 but warrenty period remaining 10 month why?? Please tell and exept this he work good.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1FOOLTFL5YRJF","1.0","2019-01-27","https://www.amazon.in/gp/profile/amzn1.account.AGAZK7KN52KUJ56ET4PMYBV7Y6VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Kiran pujari","AGAZK7KN52KUJ56ET4PMYBV7Y6VA","Worst Laptop Ever","Too much slow.. Cant even open google chrome in time.. Unable to update the windows in this laptop.
Even replacement is not working properly.. Don't waste money go for Asus or Lenovo instead of HP.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RYIGWE6TVGF1S","3.0","2019-01-26","https://www.amazon.in/gp/profile/amzn1.account.AEPDXUOUD6TN53Q73IQ63QD7LE7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Mohsin","AEPDXUOUD6TN53Q73IQ63QD7LE7A","10 months warranty instead of 1 year","On registration on hp site it show 10 months warranty instead of 1 year. Product already registered on hp website before 2 months. How strange","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
